date,InflationPressure,GrowthWeakness,FinancialStress,PolicyTightness,TransitionInstability,VolatilityInstability,SystemicRiskScore,SystemicRiskPercentile,UncertaintyScore,UncertaintyPercentile
2012-02-10,0.3303746908651084,-0.09838661790976462,-0.1836714578949405,0.011275682518797453,0.06194026280861463,0.5074142393060607,0.007683946388604155,0.46119307248236047,0.28467725105733765,0.19371391917896089
2012-02-13,0.4705488545561236,-0.1675738620566314,-0.29428436414579506,-0.007157288331695981,0.06420679369290914,0.6946166580986114,-0.010404814683974405,0.391025641025641,0.3794117258957603,0.3641025641025641
2012-02-14,0.4216758758141565,-0.12692437885292526,-0.2828291261363659,0.051705702005853636,0.06318925704867673,0.6765831159651393,-0.00024554544729006806,0.41127482383087766,0.369886186506908,0.34144778987828317
2012-02-15,0.24250241010877843,-0.13403148744157697,-0.23761744228518752,0.06899158940868179,0.06236596930715675,0.6175082598849462,-0.030700465142095786,0.3617157490396927,0.33993711459605147,0.28169014084507044
2012-02-16,0.21661934129068114,-0.20754176745805022,-0.22527492229494472,0.055364258689924305,0.061291523298484744,0.5748245602160496,-0.053943868261912796,0.32821497120921306,0.31805804175726715,0.24056301983365322
2012-02-17,0.14535642796855433,-0.16817770916925984,-0.3084421104180061,0.05111764093526476,0.06254118370807085,0.7130156106012165,-0.08744324809988495,0.2883631713554987,0.3877783971546437,0.38171355498721227
2012-02-21,0.4304575634771643,-0.15788404161046748,-0.15947344031542657,0.07027865480300746,0.06652790867392754,0.6302777781688902,0.034169542026193725,0.5214057507987221,0.34840284342140887,0.2939297124600639
2012-02-22,0.3185598810291238,-0.14077940102378306,-0.24986350452909756,0.011110522280333338,0.06633159399489678,0.6072380767410902,-0.02553077331559924,0.36909323116219667,0.3367848353679935,0.2771392081736909
2012-02-23,0.20830694396663915,-0.1764977082963335,-0.32953707036483953,0.010512187127785566,0.06620477878949951,0.7397766091219031,-0.08602174518323262,0.2929164007657945,0.4029906939557013,0.42182514358647094
2012-02-24,0.20783739330079326,-0.1661491680840581,-0.2897466231402623,-0.02419213937744775,0.06254920079239859,0.6692574846014597,-0.07700329150489213,0.3022959183673469,0.36590334269692915,0.336734693877551
2012-02-27,0.09306265833365691,-0.16374706004110745,-0.25656871606070636,0.028520592425777685,0.06100983685006632,0.6144950023552244,-0.08731313453870457,0.28808158062460165,0.33775241960264535,0.2778840025493945
2012-02-28,0.23045862425126343,-0.16954655217329018,-0.27557968931577415,0.032286259938821005,0.061759092371845965,0.6463708067974774,-0.05951499516582349,0.3248407643312102,0.35406494958466167,0.31210191082802546
2012-02-29,-0.2800667517888281,-0.14340199076966906,-0.021643326214379834,0.09844130709338038,0.0682789013466744,0.7080280240693969,-0.09418004237259747,0.2749840865690643,0.38815346270803563,0.3851050286441757
2012-03-01,0.23989996884841724,-0.18604509042413225,-0.18801606432696025,0.07272675374585844,0.06896262564405724,0.44661867382029213,-0.028583955347935192,0.3657760814249364,0.2577906497321747,0.15267175572519084
2012-03-02,-0.06474963564098798,-0.1474633619258044,-0.23002502105978212,0.045120965707909376,0.07242327922931843,0.48213795005921173,-0.11167144689198041,0.2498410680228862,0.27728061464426507,0.18054672600127145
2012-03-05,-0.0319769855536374,-0.14263271018891022,-0.29145139166681217,0.05253699157211827,0.07193071838770938,0.6033238591160949,-0.11961075678047735,0.2445997458703939,0.3376272887519021,0.2782719186785261
2012-03-06,-0.2036012042792601,-0.09319445005826003,-0.10309503091172444,0.023858756184314406,0.07248227730310242,0.4455785395553218,-0.09792449556509508,0.26857142857142857,0.2590304084292121,0.15428571428571428
2012-03-07,0.09963943477679284,-0.19445589071783206,-0.22236692326141339,0.036727065188613656,0.07446938732983217,0.4872399638000376,-0.08118166181890016,0.3001269035532995,0.2808546755649349,0.19035532994923857
2012-03-08,0.15503905832404077,-0.2083664232965273,-0.18863637099325098,0.015193951548362285,0.07412526739568673,0.41522726381336916,-0.06393739643905824,0.32149651236525045,0.24467626560452793,0.13823715916296767
2012-03-09,0.08920422769884569,-0.1798077884801898,-0.2910557097798777,0.09752970130933002,0.0757755643212816,0.5954426562191697,-0.09154936971683576,0.2826362484157161,0.33560911027022566,0.27566539923954375
2012-03-12,-0.02226743642896341,-0.16198453998253606,-0.29085398325339606,0.007177190102169183,0.07764126046177032,0.5797401740385874,-0.12836054754047976,0.23622545915136162,0.32869071725017884,0.2628245725142495
2012-03-13,-0.018700150718612262,-0.2461915550792155,-0.1314635714057347,0.1272440213566784,0.07844527806105929,0.5767337423998861,-0.08265313076462265,0.2993670886075949,0.32758951023047267,0.26139240506329114
2012-03-14,-0.11602423497436226,-0.15652080771061558,-0.20442906444461623,0.16368679653378956,0.07794522823845348,0.4254252048804838,-0.10101469911263819,0.2637571157495256,0.2516852165594686,0.1467425679949399
2012-03-15,0.21613247836154525,-0.4505530609770683,-0.34970147508737004,-0.09480755353413145,0.08830374058393423,0.5618958311365101,-0.17332153418101476,0.21302149178255372,0.32509978586022215,0.2572692793931732
2012-03-16,0.2742874880332974,-0.429119722701288,-0.34907116320175635,-0.09349450760897399,0.08631271153881837,0.550030312330844,-0.15313794819192972,0.22109917877447885,0.3181715119348312,0.2419456727732154
2012-03-19,0.15526319712495654,-0.44028302314194584,-0.32578428371186086,-0.030436159817863632,0.0873980641469902,0.5106055372036954,-0.1691857623831356,0.2152777777777778,0.29900180067534277,0.2178030303030303
2012-03-20,0.007639629470448383,-0.40745706204307724,-0.3159423863234122,-0.05509780406703719,0.08759940096725641,0.49808064588572926,-0.19862177460187364,0.19873817034700317,0.29284002342649285,0.2082018927444795
2012-03-21,0.14229687620657308,-0.4127089909678273,-0.33073738900537325,-0.09619541647957917,0.08441222601151417,0.5209320971440534,-0.1770329465632867,0.212484237074401,0.3026721615777838,0.2244640605296343
2012-03-22,0.071060729334254,-0.3858226761641847,-0.33713418016443586,-0.055136004516289104,0.08282910869040994,0.5381542143296064,-0.1839596859997363,0.2066792690611216,0.3104916615100082,0.2350346565847511
2012-03-23,0.3086987107922428,-0.43417309998520537,-0.362174848331002,-0.13000537064019066,0.08472976695524509,0.5765965516616334,-0.1552853690458076,0.22229219143576825,0.33066315930843926,0.2695214105793451
2012-03-26,0.2919452244647964,-0.4842377208944497,-0.28594462261782533,-0.06873702129780475,0.08614647907053463,0.433480161490976,-0.1398597401339049,0.23348017621145375,0.2598133202807553,0.15607300188797987
2012-03-27,0.0876075694363172,-0.40287228475666154,-0.315047658227526,-0.07281951641905632,0.08752530216582452,0.5007637424163379,-0.1798771386529111,0.20943396226415095,0.29414452229108123,0.21132075471698114
2012-03-28,0.02132508907958844,-0.3934572575039111,-0.3377765978400888,-0.03514784071184198,0.08716965959572162,0.5421524580663342,-0.1952797145850975,0.1998742928975487,0.3146610588310279,0.24072910119421748
2012-03-29,0.03260345527331937,-0.4080440210968586,-0.2850260685389042,-0.08317697073181986,0.0784777958029618,0.4442184223924008,-0.18792061783718095,0.20477386934673367,0.2613481090976813,0.15829145728643215
2012-03-30,0.2847549672043596,-0.43484762872099736,-0.24325908880842634,-0.003937086898358298,0.0742547585573345,0.4440407049187803,-0.10737871712857436,0.26051475204017577,0.2591477317380574,0.15505335844318896
2012-03-31,0.23927041403183907,-0.45696696289773026,-0.2703043866389714,0.002247271595580386,0.07054032362775395,0.6768968890773772,-0.13165134628743946,0.24090338770388958,0.3737186063525656,0.36260978670012545
2012-04-02,0.25259654163400735,-0.4711586663459983,-0.371057619636971,-0.08124537740057167,0.07179410951762423,0.78711292980061,-0.17455491820329355,0.21442006269592476,0.4294535196591171,0.5003134796238244
2012-04-03,-0.02203877157988752,-0.41666575751542034,-0.31849080473443897,0.08994166236203921,0.07316059763322486,0.6897671101395383,-0.18807409445819154,0.20426065162907267,0.3814638538863816,0.38095238095238093
2012-04-04,-0.10718786712194434,-0.38847510788202805,-0.23984056310851107,-0.08010792967233461,0.07108199403520268,0.71072850688629,-0.2043300024326365,0.19348778960551033,0.3909052504607463,0.39824671258609895
2012-04-05,0.18550378625393754,-0.4320878916086682,-0.3630945805875115,-0.049559736057152796,0.07543357529904016,0.7782547730576397,-0.174236682158557,0.2165206508135169,0.4268441741783399,0.49123904881101377
2012-04-09,0.11143087119339545,-0.38074976643574854,-0.1939904993455339,-0.17999201646632468,0.07716927586922448,0.6902687114611704,-0.14866721229073593,0.22889305816135083,0.38371899366519746,0.383364602876798
2012-04-10,0.05735685548483568,-0.35384061812480605,-0.16007355953960853,-0.08149704744431499,0.0770924416131332,0.6496290567704518,-0.13051294355786575,0.24375,0.3633607491917925,0.34
2012-04-11,0.13656460428376874,-0.47044172538922513,-0.2416924514289175,-0.007078399379058496,0.07690928509061792,0.5943158284671403,-0.15319331135736725,0.22610868207370394,0.3356125567788791,0.2816989381636477
2012-04-12,0.2829242904030119,-0.4931265345467914,-0.28866403383797923,-0.07745508230904455,0.07679011438556452,0.6494943147646787,-0.1469285278144171,0.23096129837702872,0.3631422145751216,0.33957553058676654
2012-04-13,-0.031389227473985266,-0.37467527252895394,-0.18674627268861982,-0.061031875111798986,0.07108951939661695,0.6249175664903858,-0.16314031210425975,0.22208359326263255,0.34800354294350133,0.30006238303181537
2012-04-15,0.0763759156858822,-0.3480768615941696,-0.2389977882148409,0.08941000532668768,0.07413148659067714,0.6241648813603434,-0.12250649781298711,0.25124688279301743,0.3491481839755103,0.3054862842892768
2012-04-16,0.12566865521631795,-0.40045561467814367,-0.3526087754868241,0.07670158712165058,0.07426789229855124,0.6949121582627331,-0.15926073982832853,0.22305295950155762,0.3845900252806422,0.3894080996884735
2012-04-17,0.25766864351453705,-0.4728135819052421,-0.319522295320424,0.09589102263550173,0.07476409230824851,0.6271316240962717,-0.13152106518306575,0.24533001245330013,0.3509478582022601,0.3107098381070984
2012-04-18,0.11033147495024351,-0.38630802224592387,-0.34323892745504075,0.09346541791911017,0.07552817771681092,0.6723507955047842,-0.1541695934867252,0.22588674548848786,0.37393948661079757,0.3640323584318606
2012-04-19,0.231559784174036,-0.3713372923917046,-0.3657907843627123,0.09853950813760541,0.07574539582878549,0.7115230838865308,-0.12611341635115075,0.24875621890547264,0.39363423985765816,0.4085820895522388
2012-04-20,0.2623954582432351,-0.40892563229636314,-0.4001896068176729,0.0626402470755651,0.07280282032784956,0.7658033136067074,-0.14365324748085662,0.23430702299564948,0.4193030669672785,0.48042262274704783
2012-04-23,0.19357611933171864,-0.3607058741992026,-0.32104136073000694,0.09027119361298093,0.07303498232001035,0.6350192319898548,-0.1209024187779254,0.25527950310559006,0.3540271071549326,0.3204968944099379
2012-04-24,0.23225169233631907,-0.41778749055521397,-0.3541127773101012,0.10943216864075155,0.07100046992800149,0.6873296566522266,-0.13265293395524128,0.24394785847299813,0.379165063290114,0.3761638733705773
2012-04-25,0.28498567597598734,-0.4639006411695403,-0.33379919843624584,0.09968734044991827,0.07091484395644705,0.6366674300789094,-0.12636965756395188,0.24937965260545905,0.3537911370176782,0.3200992555831266
2012-04-26,0.28975007951544335,-0.43149083952089373,-0.39903977265694696,0.06179521459378143,0.07107748819641252,0.7520983498711469,-0.14232396519955884,0.23558586484810912,0.41158791903377967,0.4587724736515809
2012-04-27,0.2639157621226969,-0.4056893476749277,-0.4202880070295168,0.07293709282994393,0.06731634460984498,0.7916453216469872,-0.1472234173419289,0.23048327137546468,0.4294808331284161,0.5061957868649318
2012-04-30,0.1495514314484556,-0.3536168518450681,-0.49057229755645865,0.09936703376994988,0.06924869597052727,0.5725263788471638,-0.17982055450207185,0.20928792569659443,0.32088753740884557,0.2513931888544892
2012-05-01,0.08287428443291966,-0.4000304208596011,-0.4774809361856256,0.12031536634368852,0.06847925188636123,0.5439589460338818,-0.20106204741648667,0.1936881188118812,0.30621909896012156,0.22834158415841585
2012-05-02,-0.034498887404028906,-0.3559601217614485,-0.43694403057674974,0.08633797448596325,0.06470634345412415,0.4717529966559672,-0.21251194811879356,0.18738404452690166,0.26822967005504567,0.16264687693259122
2012-05-03,-0.04496025808115071,-0.33348459652568835,-0.4654950730229934,0.1000165314133329,0.061291187697585396,0.5326834004802674,-0.2161926964617286,0.1841779975278121,0.2969872940889264,0.21322620519159455
2012-05-04,-0.0311479297745715,-0.2925963206224577,-0.33982931487808105,0.07988130863911506,0.057843508375350114,0.4349350581616503,-0.16801048534804683,0.2205064854848672,0.2463892832685002,0.13773934527486104
2012-05-07,0.07579460136574034,-0.3720608867898138,-0.47879447267070324,0.10097919724487622,0.05690925530179583,0.5751313722146284,-0.1997125708054081,0.195679012345679,0.3160203137582121,0.2419753086419753
2012-05-08,-0.024783630530171564,-0.34910158800272956,-0.3776052074682672,0.07828897438619173,0.057314278467232485,0.38832820785522754,-0.19214380679241502,0.2011104256631709,0.22282124316123,0.11042566317088218
2012-05-09,-0.008338620342334083,-0.3395048180457407,-0.4403471587188707,0.11859513341400559,0.054662415305391135,0.5109544700066828,-0.1985426164353095,0.19790382244143034,0.282808442656037,0.19235511713933415
2012-05-10,0.12599053893043285,-0.3768746660874978,-0.4855411228942311,0.10346593530951056,0.054015146364659254,0.581410746092665,-0.19016272104287602,0.2033271719038817,0.3177129462286621,0.2452248921749846
2012-05-11,0.0077531069599623,-0.35231320961317164,-0.4167805786374679,0.06791909951778265,0.050396104939086014,0.46208555414060104,-0.198466529079921,0.19827586206896552,0.2562408295398435,0.14963054187192118
2012-05-14,-0.07574445530177985,-0.3136741356793293,-0.3185187630794273,0.05696020274577402,0.04913777634939881,0.43489788840233085,-0.18190935743976944,0.21107692307692308,0.24201783237586483,0.12984615384615383
2012-05-15,0.001275040479242186,-0.1538829270098678,-0.39838190555099157,0.31351665663237416,0.053247769238889506,0.44647452758896905,-0.10797665634115328,0.27490774907749077,0.24986114841392928,0.14145141451414514
2012-05-16,0.021709858554462957,-0.16289870080078578,-0.45333488901135877,0.27380487114965674,0.05167016792464729,0.5458055248322898,-0.12764343819630747,0.2544560540872772,0.29873784637846856,0.22003687768899816
2012-05-17,0.1409077549279134,-0.11062057904482658,-0.24157329842127942,0.1963389610526286,0.05405967451681273,0.5235154580940039,-0.0327463676718772,0.3820638820638821,0.2887875663054083,0.20147420147420148
2012-05-18,0.09781673666783462,-0.14032683009497735,-0.3408445943231946,0.2616047216846032,0.0549347857030025,0.42764948120176033,-0.07089345411590345,0.332719459791283,0.24129213345238143,0.12952731737262124
2012-05-21,0.16502637456130514,-0.2623980130345949,-0.35239583934795765,0.2598494339871636,0.05569508637043622,0.3697903110496085,-0.08829949200611341,0.3079754601226994,0.21274269871002238,0.09693251533742331
2012-05-22,-0.16606504115931778,-0.1889925630481509,-0.36144002417030957,0.37240046873955895,0.05929358393767497,0.3912922400552213,-0.13837165879514243,0.2458614347026364,0.22529291199644813,0.11158798283261803
2012-05-23,-0.06483356503903141,-0.1831463251359898,-0.37220364230443725,0.27782509732732,0.06006057349255994,0.40983127027849203,-0.1289792719613605,0.25306372549019607,0.234945921885526,0.1256127450980392
2012-05-24,0.04496084698333912,-0.18987694353644555,-0.45217850290432504,0.30300434988213854,0.06116502113849862,0.5457145558297202,-0.12337367147032842,0.25964482547458667,0.3034397884841094,0.2314758113900796
2012-05-25,0.12463481587330805,-0.1650510102378838,-0.425132806914618,0.2615495815728489,0.06155422901019608,0.4967037623056929,-0.0953337419790922,0.2962056303549572,0.27912899565794447,0.18849449204406366
2012-05-29,-0.04325449867770779,-0.23789899623178798,-0.3669667073892137,0.2838557979437862,0.06437784442202724,0.38658818719854127,-0.13458112403146877,0.2489296636085627,0.22548301581028424,0.11192660550458716
2012-05-30,-0.07845266279085282,-0.11133729710157424,-0.1924427625798477,0.20918447292864722,0.06613741674460838,0.558382298105809,-0.07049577697053358,0.3367970660146699,0.3122598574252087,0.24327628361858192
2012-05-31,-0.08646257833867504,-0.1336824198259575,0.13200582173356637,0.35598247922476023,0.07035731220778803,0.5865025845816885,0.04148073447301521,0.5565058032987171,0.32842994839473827,0.2748930971288943
2012-06-01,0.026149894268969742,-0.02459009474138842,0.46406147428522293,0.286408617998517,0.07496893772050722,1.030093750693175,0.18631813175326511,0.811965811965812,0.5525313442068411,0.6910866910866911
2012-06-04,0.046837563489006424,-0.14212009332689193,0.14122361019663915,0.4042124558362864,0.08096528146390482,0.6555928908390126,0.08322658304815857,0.6394142769981697,0.3682790861514587,0.35997559487492375
2012-06-05,-0.03239112523881402,-0.18037577462147875,0.15593813486091262,0.4805782578273509,0.08106127088710488,0.5671807690000765,0.06972951771165847,0.6146341463414634,0.3241210199435907,0.26646341463414636
2012-06-06,0.17204889443977556,-0.2511934403779197,0.27026477490896117,0.4413493200457556,0.08204154611994563,0.689273403321245,0.13159777130101294,0.732480195003047,0.3856574747205953,0.4015843997562462
2012-06-07,-0.14093113208373145,-0.14731716714721727,0.1352710796457773,0.3670881834524741,0.08654980936835704,0.5365367199945607,0.02790996707228498,0.52557856272838,0.3115432646814589,0.24116930572472595
2012-06-08,0.04672584740124766,-0.18227178335910615,0.06848466940753492,0.44080545066797866,0.08933582582939717,0.6534763586811206,0.05724652572446251,0.5867315885575167,0.3714060922552589,0.3670115642118077
2012-06-11,-0.1259224658320754,-0.08419190155000249,0.20043082020803385,0.37698255610595854,0.09212719571999914,0.4952724004126161,0.06875439741878442,0.6137469586374696,0.29369979806630764,0.2141119221411192
2012-06-12,0.09444546837645951,-0.19922479210932328,0.1516545626446256,0.42571454259113517,0.09433913381908429,0.5077018466283204,0.08787567593979623,0.6516717325227963,0.30102049022370236,0.22674772036474164
2012-06-13,-0.02862036446151572,-0.11424414005874158,0.1732266448951024,0.31934865560079223,0.09558469460008123,0.5178114601041026,0.0689334004085893,0.6136087484811664,0.3066980773520919,0.23633049817739976
2012-06-14,0.1421463041715814,-0.19509858038463618,0.11151898096059,0.38549733702773215,0.09327811309426928,0.573271557001562,0.08270613144378658,0.6375227686703097,0.3332748350479156,0.286581663630844
2012-06-15,-0.20788238158114708,-0.14410390585879346,0.09437620216001302,0.24971942296678654,0.09839512133630345,0.5950698901509275,-0.017306041700148076,0.404126213592233,0.34673250574361547,0.3070388349514563
2012-06-18,-0.18494780574264882,-0.10456345087159732,0.01145485006144758,0.31063699757396196,0.09536667417814772,0.7143574482220306,-0.01757747579012558,0.40388114008489995,0.40486206120008916,0.4536082474226804
2012-06-19,-0.14508861173349982,-0.1412458267040699,0.11428036477623087,0.30392237727466503,0.0947565239282856,0.5437166423452232,0.013026682611090863,0.4921212121212121,0.3192365831367544,0.25575757575757574
2012-06-20,-0.37476221646409086,-0.08739131102367696,0.0686695374717565,0.28937639563517226,0.09643625697351965,0.5894989642997578,-0.04670924843646319,0.3615990308903695,0.3429676106366387,0.3052695336159903
2012-06-21,-0.5118737665924894,0.011782707371791592,0.18626204415316858,0.3527034475140939,0.09513998366164331,0.5759616622166107,-0.011481635249027643,0.4146489104116223,0.335550822939127,0.29055690072639223
2012-06-22,-0.07922423258865996,-0.13160859641353037,0.11571596899119133,0.34573168405503685,0.10039167381439773,0.520478020686383,0.03888591974578522,0.5511191772534785,0.3104348472503904,0.24077434966727163
2012-06-25,-0.05765670426230382,-0.01854534943205342,0.1910437684312892,0.2562095420092583,0.10131788301935223,0.5469145882592619,0.0817599425581538,0.6372430471584039,0.324116235639307,0.2678355501813785
2012-06-26,-0.16351574709564629,-0.11870283938482892,0.10067965040983376,0.3044827047314813,0.10336137643652209,0.5629361474521989,0.01048972303437963,0.48700906344410877,0.3331487619443605,0.286404833836858
2012-06-27,-0.12644169296586805,-0.13758768033602234,0.055704306726493194,0.3055523412670218,0.10075178428007674,0.6362870794591878,0.001574389096532472,0.47403381642512077,0.36851943186963226,0.3647342995169082
2012-06-28,-0.3381793552774422,-0.08096147089741361,0.08974856723203006,0.2935768868307956,0.09960212301369677,0.5712166096637333,-0.028843997198800764,0.38624019312009655,0.33540936633871504,0.29149064574532285
2012-06-29,0.3451204174689829,-0.21314845063281276,0.2732194711877447,0.2557320920407944,0.1059735613749564,0.8283906863746112,0.15861732494023292,0.784680337756333,0.4671821238747838,0.5995174909529554
2012-06-30,0.4004310370502997,-0.2535150777472617,-0.1893675953882728,0.20978079490947185,0.10574595779082534,0.7956685167417795,0.01667312833523971,0.5003013863773358,0.4507072372663024,0.566003616636528
2012-07-02,-0.14371075945020811,-0.1488898168947895,-0.43422788390482536,0.22244480811135267,0.10964395766391487,0.6181951018145057,-0.16456959015779837,0.22048192771084338,0.36391952973921027,0.35542168674698793
2012-07-03,0.20270137469246274,-0.16567429287961774,-0.32242957488852053,0.27044812593342205,0.11338721409591639,0.6109588912788205,-0.04123552241853578,0.36484045755568933,0.36217305268736844,0.3509933774834437
2012-07-05,-0.1489049184570041,-0.11256659382951414,-0.3968741355260832,0.3181730050844271,0.11455471610452905,0.5571308902235245,-0.130976432161564,0.2490974729241877,0.33584280316402676,0.29302045728038506
2012-07-06,-0.38904557031161063,-0.08856399692449203,-0.34081533862082136,0.2480814011078137,0.11174736512870558,0.5787620988424285,-0.17884741497266474,0.20986169573060734,0.345254731985567,0.3084786530366807
2012-07-09,0.04557586342246147,-0.1276154992980238,-0.3890550960689667,0.19397745673804884,0.11428190518554962,0.544223785971928,-0.10241572401959577,0.28125,0.3292528455787388,0.2770432692307692
2012-07-10,-0.2973709741274168,-0.09182063964661229,-0.39458460109354093,0.25239013737674354,0.11399841283387835,0.5627862375052993,-0.1721148425233641,0.2168168168168168,0.33839232516958884,0.2990990990990991
2012-07-11,0.007087797520619424,-0.13384878614559595,-0.43365035146513553,0.25594187831538734,0.11347692879388808,0.6245769170679706,-0.11772022440878227,0.265906362545018,0.3690269229309293,0.3679471788715486
2012-07-12,-0.11264850154500974,-0.10980981491844617,-0.42675378343335885,0.21841720020120187,0.11171754858328528,0.6146549217374137,-0.14529225668652707,0.23395320935812838,0.3631862351603495,0.355128974205159
2012-07-13,0.041533733755453384,-0.21264619502076185,-0.4063244590248189,0.22067411257268188,0.1105297795102181,0.5637727200388717,-0.1260478471623596,0.25539568345323743,0.3371512497745449,0.29676258992805754
2012-07-15,-0.37724265159027665,-0.24907832703745608,-0.3655363123766029,0.21108610386832946,0.10995407260039544,0.5632632407338806,-0.22908051915964484,0.1725584182144997,0.336608656667138,0.29478729778310364
2012-07-16,-0.4253931319672584,-0.15756159672000644,-0.38515117953272526,0.1911897723613209,0.10963103036023028,0.6022477539195045,-0.22712401865942408,0.17305389221556886,0.35593939213986736,0.3395209580838323
2012-07-17,-0.5501564472049411,-0.2012713276805622,-0.39370250967138387,0.2574398141261559,0.11031189599411159,0.6109518352297675,-0.26183612970416204,0.13644524236983843,0.36063186561193955,0.350688210652304
2012-07-18,-0.4702110438342597,-0.2035635620383183,-0.40839341364666426,0.21828276065131158,0.10784047534915459,0.6355090829131212,-0.2528272376969893,0.14533492822966507,0.3716747791311379,0.37679425837320574
2012-07-19,-0.4149391897818071,-0.18046309449824255,-0.41290055550375787,0.23324158802783104,0.10403848920322531,0.6355970737413116,-0.2325325750568039,0.16736401673640167,0.36981778147226846,0.37118947997609086
2012-07-20,-0.5207031655952191,-0.12404014489673341,-0.36695371827956225,0.22499912084949258,0.09883393626759758,0.5604604977473873,-0.23258037816605304,0.16666666666666666,0.32964721700749244,0.2765830346475508
2012-07-23,-0.7349307881534591,-0.11919646511060708,-0.31997366947321154,0.22210494306607328,0.09847042212641217,0.5218678611517601,-0.2712846515917484,0.12597014925373134,0.31016914163908615,0.23761194029850746
2012-07-24,-0.562790830294736,-0.12623915598768976,-0.3341643172276331,0.21662479741300303,0.09673470341943005,0.5367526156343726,-0.2351763369559744,0.16348448687350836,0.3167436595269013,0.24761336515513127
2012-07-25,-0.3876118721519963,-0.16805371430847105,-0.37885215123230986,0.16717057845686462,0.09922436644472152,0.6032213932202491,-0.22253523689404403,0.17829457364341086,0.35122287983248535,0.32677400119260586
2012-07-26,-0.472123683793588,-0.2454982076672598,-0.3401838303212487,0.19652326479562204,0.09821952984422452,0.5287124421598294,-0.24707115575003202,0.15077473182359952,0.31346598600202696,0.24374255065554232
2012-07-27,-0.40833246906974985,-0.25443218371349524,-0.27949355463978126,0.292455882147926,0.0886069778510853,0.6483829332027159,-0.2012404983730025,0.19356759976176297,0.3684949555269006,0.3698630136986301
2012-07-30,-0.47612919870799497,-0.16611130272149865,-0.40468158282735867,0.19437995846096404,0.0859303820427719,0.6447822349848709,-0.2485110873342978,0.1505952380952381,0.3653563085138214,0.36488095238095236
2012-07-31,-0.7284781975055162,-0.15643544897024522,-0.36224535393579205,0.22712745638275855,0.07915558704623289,0.5312402598413534,-0.2918751199899526,0.10826888756692445,0.30519792344379315,0.2296252230814991
2012-08-01,-0.6230210779613381,-0.18539269020078825,-0.3775443846384015,0.30835537214794956,0.07567871883524062,0.5598779642380703,-0.2653295156680976,0.133769322235434,0.31777834153665546,0.2502972651605232
2012-08-02,-0.6963051401273985,-0.15626742869725344,-0.37143333449355825,0.24743802633565007,0.07142341273570013,0.5347125851731237,-0.2838862679670979,0.11527035056446822,0.30306799895441194,0.22578728461081402
2012-08-03,-0.38830770457139346,-0.28376111311113716,-0.26653303980450394,0.22946471396928575,0.07342425889503114,0.5910748584730806,-0.2098861963218394,0.19121140142517815,0.33224955868405587,0.2838479809976247
2012-08-06,-0.5076486789386693,-0.19788180250720458,-0.4324439249472278,0.2333547509943303,0.07103145614757235,0.6354047416135019,-0.2675610123891087,0.1311572700296736,0.3532180988805371,0.3364985163204748
2012-08-07,-0.5165381892259782,-0.21228322949447445,-0.3524185001238723,0.29399687444722683,0.06771329665574226,0.48820280297201396,-0.2404457087174037,0.1601423487544484,0.2779580498138781,0.18090154211150652
2012-08-08,-0.5484678638646989,-0.1938042475537752,-0.43112062816220204,0.28251189996783094,0.0647548603419314,0.6249890352810079,-0.26928968829100797,0.12863070539419086,0.3448719478114697,0.3117960877296977
2012-08-09,-0.4891946126163577,-0.19180081797056153,-0.4282296254338483,0.2680281397838926,0.06345075233365884,0.6193648418409693,-0.25534098669261746,0.14514218009478674,0.34140779708731406,0.30864928909952605
2012-08-10,-0.6168496324239252,-0.19524408144019115,-0.43226011796925984,0.21100487522135344,0.06240845695499633,0.6205689086744159,-0.29793030972585416,0.09887507400828893,0.3414886828147061,0.30905861456483125
2012-08-13,-0.6838348568649555,-0.1847470760428084,-0.4599958825445343,0.2370758221222526,0.05795255539070578,0.6576611612640418,-0.3166852469024281,0.07869822485207101,0.3578068583273738,0.34911242603550297
2012-08-14,-0.592880254631047,-0.18751801514761784,-0.4099720310027945,0.30104415323113226,0.05829230913632215,0.5768791673748294,-0.27001993830401866,0.1283264340626848,0.31758573825557573,0.2495564754583087
2012-08-15,-0.47061379961812894,-0.1278625235283865,-0.3923032607385821,0.45774384103442955,0.059637737548202244,0.514890852142834,-0.19566659597562894,0.20567375886524822,0.28726429484551813,0.19621749408983452
2012-08-16,-0.4953246333729507,-0.15755125567876815,-0.42596832628573217,0.39028968212960746,0.059869085109852394,0.5738267383145756,-0.2294725635737156,0.17838157117542824,0.31684791171221405,0.24867099822799762
2012-08-17,-0.5417821273422894,-0.12839841272910996,-0.5029469466394819,0.37987083181566633,0.0606449126903351,0.7076644290729229,-0.25841634860282775,0.14580873671782763,0.384154670881629,0.4132231404958678
2012-08-20,-0.49913649236110663,-0.12211513173848347,-0.4979662778575048,0.35575749421479064,0.058997849506254224,0.7022513450500139,-0.24838927277461767,0.15575221238938053,0.380624597278134,0.40530973451327434
2012-08-21,-0.4225220579288111,-0.10708332084006515,-0.44095494728476053,0.3064926121583534,0.05815233675656087,0.6048461896420115,-0.21580632021606616,0.19103773584905662,0.3314992631992862,0.2824292452830189
2012-08-22,-0.4510585599426666,-0.12341451239653425,-0.43311929484432393,0.2648601622030918,0.056908079063974264,0.5889532913257013,-0.2309796282544349,0.17678255745433116,0.32293068519483775,0.26635238656452564
